id,name,type,region,minx,miny,maxx,maxy,acres,state,lon,lat,DungenessCrab,BayShrimp,GreenSturgeon,LeopardShark,BatRay,CaliforniaHalibut,EnglishSole,StarryFlounder,ShinerPerch,StaghornSculpin,PacificHerring,BrownRockfish,Steelhead,CohoSalmon,ChinookSalmon,SoKJoin,NFHPJoin,Rating_2015,biotic_acres
3021,Little Salmon Creek,Lagoonal Estuary,Central California,-123.77,39.21,-123.77,39.22,4,CA,-123.767,39.215,,,,,,,,,,,,,P,P,,1,999,5,2.6.1.1:1.61
3022,Navarro River,Lagoonal Estuary,Central California,-123.76,39.18,-123.69,39.2,187,CA,-123.745,39.196,JP,,,,,,JP,JP,JP,JP,JP,,JP,JP,P,1,1,4,2.6:0.4|2.6.1:4.83|2.6.1.1:11.84|2.7:0.45|2.7.1:33.37|2.8:2.58
3023,Greenwood Creek,Lagoonal Estuary,Central California,-123.72,39.12,-123.71,39.13,14,CA,-123.716,39.127,,,,,,,,,,,,,P,P,,1,999,5,2.6:0.64|2.6.1.1:6.06|2.7:0.44|2.7.1:2.28|2.8:0.05
3024,Elk Creek,Lagoonal Estuary,Central California,-123.71,39.1,-123.7,39.1,41,CA,-123.706,39.103,,,,,,,,,,,,,P,JP,,1,999,5,2.6.1:2.44|2.6.1.1:8.12|2.7:0.02|2.7.1:5.96|2.7.1.1:3.64|2.8:0.07|2.8.1:10.27
3025,Irish Gulch,Riverine Estuary,Central California,-123.69,39.02,-123.69,39.02,2,CA,-123.689,39.02,,,,,,,,,,,,,,,,1,999,5,2.8.1:1.16
3026,Alder Creek,Lagoonal Estuary,Central California,-123.7,39.0,-123.69,39.01,16,CA,-123.695,39.005,,,,,,,,,,,,,P,,,1,999,5,2.6:0.07|2.7:0.54|2.8:0.17
3027,Manchester,Lagoonal Estuary,Central California,-123.7,38.99,-123.69,39.0,68,CA,-123.702,38.991,,,,,,,,,,,,,,,,1,999,5,2.6:11.62|2.6.1:19.33|2.7:0.05
3028,Brush Creek,Lagoonal Estuary,Central California,-123.71,38.96,-123.7,38.99,103,CA,-123.712,38.972,,,,,,,,,,,,,P,,,1,999,5,2.5:0.01|2.6:27.38|2.6.1.1:9.83|2.7:6.54|2.7.1:8.55|2.8:0
3029,Garcia River,Riverine Estuary,Central California,-123.73,38.94,-123.71,38.96,108,CA,-123.729,38.948,,,,,,,,JP,JP,,JP,,JP,JP,P,1,999,5,2.6:5.58|2.6.1:8.75|2.7:2.98|2.7.1:17.38|2.8:0.18
3030,Gualala River,Lagoonal Estuary,Central California,-123.54,38.76,-123.51,38.77,126,CA,-123.523,38.761,,,,,,,,,,,,,JP,P,,1,1,4,2.6:0.11|2.6.1:14.1|2.7:0.2|2.7.1:12.22|2.7.1.1:0.53|2.8:0.24|2.8.1:9.36
3031,Stump Beach,Lagoonal Estuary,Central California,-123.34,38.58,-123.33,38.58,3,CA,-123.333,38.578,,,,,,,,,,,,,,,,1,999,5,2.6:0.09|2.7:0.05|2.8:1.96
3032,Russian Gulch Creek,Lagoonal Estuary,Central California,-123.16,38.47,-123.15,38.47,10,CA,-123.155,38.468,,,,,,,,,,,,,P,P,,1,999,5,2.7:0.17|2.7.1:2.54|2.8:0.01
3033,Russian River,Lagoonal Estuary,Central California,-123.13,38.43,-122.89,38.52,912,CA,-123.087,38.446,JP,,,,,,JP,JP,P,P,P,,JP,JP,JP,1,1,5,2.6:10.87|2.6.1:21.59|2.6.1.1:19.02|2.7:3.84|2.7.1:20.2|2.8:34.67|2.8.1:22.29
3034,Salmon Creek,Lagoonal Estuary,Central California,-123.07,38.35,-123.05,38.36,81,CA,-123.061,38.355,,,,,,,,,,,,,JP,JP,,1,999,5,2.6:1.25|2.6.1:41.98|2.7:1.04|2.7.1:4.01|2.8:0.65
3035,Bodega Bay,Embayment/Bay,Central California,-123.06,38.3,-123.03,38.34,967,CA,-123.049,38.321,JP,,,JP,,,JP,,,,,,,,,1,999,5,2.5:422.12|2.6:9.58|2.6.1:1.65|2.6.1.1:69.61|2.7:6.58|2.8:0.25
3036,Estero Americano,Lagoonal Estuary,Central California,-123.0,38.3,-122.92,38.32,536,CA,-122.968,38.312,JP,P,,P,,,P,P,P,P,JP,JP,P,,,1,1,4,2.6:85.52|2.6.1:197.82|2.7:16.33|2.7.1:2.37|2.8:0.99
3037,Estero de San Antonio,Lagoonal Estuary,Central California,-122.98,38.26,-122.9,38.28,214,CA,-122.96,38.267,JP,P,,,,,P,P,,P,JP,,,,,1,999,5,2.5:0.59|2.6:96.27|2.6.1:15.8|2.7:11.38|2.8:0.66
3038,Tomales Bay,Embayment/Bay,Central California,-122.98,38.06,-122.8,38.24,8364,CA,-122.89,38.142,JP,JP,P,JP,JP,JP,JP,JP,JP,JP,JP,P,JP,JP,P,1,1,3,2.5:369.4|2.6:442.89|2.6.1:6.71|2.6.1.1:969.69|2.7:56.49|2.7.1:37.21|2.8:17.56|2.8.1:0.8
3039,Horseshoe Pond,Lagoonal Estuary,Central California,-122.96,38.03,-122.95,38.04,43,CA,-122.952,38.032,,,,,,,,,,,,,,,,1,999,5,2.6:1.31|2.6.1.1:1.46|2.7:1.41|2.8:0.66
3040,Drakes Estero,Embayment/Bay,Central California,-122.97,38.03,-122.88,38.1,2763,CA,-122.945,38.051,JP,,,,,,JP,,JP,,JP,,P,,,1,1,4,2.6:50.09|2.6.1:14.07|2.6.1.1:508.04|2.7:58|2.7.1:2.61|2.8:7.25
3041,Bolinas Lagoon,Embayment/Bay,Central California,-122.7,37.9,-122.64,37.94,1261,CA,-122.679,37.918,JP,P,P,JP,JP,P,JP,P,JP,JP,P,P,P,JP,,1,999,5,2.6:6.98|2.6.1:34.7|2.6.1.1:195.64|2.7:4.62|2.7.1:8.65|2.8:1.8
3042,Redwood Creek/Big Lagoon,Lagoonal Estuary,Central California,-122.58,37.86,-122.57,37.86,10,CA,-122.576,37.86,,,,,,,,,,P,,,P,P,,1,999,5,2.6:4.4|2.7:1.35|2.8:0.4
3043,Tennessee Valley Lagoon,Lagoonal Estuary,Central California,-122.55,37.84,-122.55,37.84,4,CA,-122.551,37.842,,,,,,,,,,,,,,,,1,999,5,2.6:0.02|2.6.1.1:3.56|2.7:0.05
3044,Rodeo Lagoon,Lagoonal Estuary,Central California,-122.54,37.83,-122.52,37.83,52,CA,-122.531,37.831,,,,,,,,,,,,,,,,1,999,5,2.6:4.79|2.7:4.31|2.8:0.11
3045,Sacramento-San Joaquin Delta,Major River Delta,Central California,-121.93,37.69,-121.25,38.68,430486,CA,-121.575,38.095,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,,JP,2,2,2,2.5:456.2|2.5.1:0.69|2.5.2:3.12|2.6:345151|2.6.1:4134.71|2.6.1.1:4169.14|2.7:1794.93|2.7.1:2723.49|2.7.1.1:0.63|2.8:383.02|2.8.1:474.77|2.8.1.1:16.37
3046,Suisun-Grizzly Bays,Embayment/Bay,Central California,-122.14,38.0,-121.83,38.25,93487,CA,-122.005,38.124,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,,JP,2,2,2,2.6:38618.5|2.6.1:0|2.6.1.1:11949.3|2.7:166.2|2.8:7.95
3047,San Pablo Bay,Embayment/Bay,Central California,-122.65,37.94,-122.12,38.34,142111,CA,-122.405,38.085,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,,JP,2,2,2,2.6:29225.2|2.6.1.1:18191.1|2.7:278.3|2.8:22.24
3048,San Francisco Bay,Embayment/Bay,Central California,-122.55,37.78,-122.29,38.0,59711,CA,-122.396,37.879,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,,JP,2,2,2,2.6:231.91|2.6.1.1:672.59|2.7:20.9|2.8:6.19
3049,South San Francisco Bay,Embayment/Bay,Central California,-122.42,37.39,-121.9,37.81,185260,CA,-122.232,37.611,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,JP,,JP,2,1,0,2.5:9|2.6:5074.99|2.6.1:21.13|2.6.1.1:10414.8|2.7:162.97|2.8:20.43|2.8.1:3.77
3050,Calera Creek,Riverine Estuary,Central California,-122.5,37.61,-122.49,37.61,2,CA,-122.496,37.611,,,,,,,,,,,,,,,,1,999,5,2.6:0.78|2.7:0.53|2.8:0.19
3051,San Pedro Creek,Lagoonal Estuary,Central California,-122.51,37.59,-122.5,37.6,2,CA,-122.505,37.596,,,,,,,,,,,,,P,,,1,999,5,
3052,Half Moon Bay Airport Lagoon,Lagoonal Estuary,Central California,-122.5,37.5,-122.49,37.5,9,CA,-122.496,37.502,,,,,,,,,,,,,,,,1,999,5,2.6:0.35|2.6.1.1:6.27
3053,Pillar Point Harbor,Embayment/Bay,Central California,-122.5,37.49,-122.47,37.5,362,CA,-122.487,37.499,,,,,,,P,P,,,P,,P,,,2,999,5,2.6:0.14|2.7:0.15
3054,Frenchmans Creek,Lagoonal Estuary,Central California,-122.45,37.48,-122.45,37.48,7,CA,-122.449,37.482,,,,,,,,,,,,,P,,,1,999,5,2.6:0.29|2.7:0|2.7.1:2.4|2.8:0.52|2.8.1:2.71
3055,Pilarcitos Creek,Lagoonal Estuary,Central California,-122.45,37.47,-122.44,37.48,18,CA,-122.444,37.472,,,,,,,,,,,,,P,,,1,999,5,2.6:0.08|2.6.1:3.73|2.7:0.07|2.7.1:9.46
3056,Tunitas Creek,Lagoonal Estuary,Central California,-122.4,37.36,-122.4,37.36,8,CA,-122.4,37.358,,,,,,,,,,,,,P,,,1,999,5,2.6:0|2.7:0|2.8:0.02
3057,San Gregorio Creek,Lagoonal Estuary,Central California,-122.4,37.32,-122.39,37.32,23,CA,-122.402,37.321,,,,,,,,,,,,,P,P,,1,999,5,2.6:1.72|2.6.1.1:4.81|2.7:1.41|2.8:1.01
3058,Pomponio Creek,Lagoonal Estuary,Central California,-122.41,37.3,-122.4,37.3,4,CA,-122.406,37.298,,,,,,,,,,,,,P,,,1,999,5,
3059,Pescadero Creek,Lagoonal Estuary,Central California,-122.41,37.25,-122.4,37.27,319,CA,-122.405,37.261,,,,,,,,,,,,,JP,P,,1,1,5,2.6:7.55|2.6.1:117.05|2.6.1.1:91.37|2.7:3.15|2.7.1:17.42|2.8:1.43
3060,Lake Lucerne,Lagoonal Estuary,Central California,-122.41,37.22,-122.39,37.23,44,CA,-122.402,37.224,,,,,,,,,,,,,,,,1,999,5,2.6:0.9|2.6.1.1:1.99|2.7:0.6|2.7.1:2.75|2.8:1.19
3061,Gazos Creek,Lagoonal Estuary,Central California,-122.36,37.16,-122.36,37.17,3,CA,-122.362,37.165,,,,,,,,,,,,,JP,P,,1,999,5,2.6:0.68|2.8:0
3062,Waddell Creek,Lagoonal Estuary,Central California,-122.28,37.09,-122.27,37.1,42,CA,-122.277,37.098,,,,,,,,,,,,,JP,P,,1,999,5,2.6:0.18|2.6.1.1:12.33|2.7:1.56|2.8.1:21.91
3063,Scott Creek Lagoon,Lagoonal Estuary,Central California,-122.23,37.04,-122.23,37.04,31,CA,-122.228,37.042,,,,,,,,,,,,,JP,JP,,1,1,5,2.6:0.37|2.6.1.1:15.78|2.7:0.7|2.7.1:8.23|2.8:0.62
3064,Laguna Creek,Lagoonal Estuary,Central California,-122.16,36.98,-122.15,36.99,14,CA,-122.154,36.984,,,,,,,,,,,,,P,P,,1,999,5,2.6:0.57|2.6.1.1:5.42|2.7:0.2|2.8:0.14
3065,Baldwin Creek,Lagoonal Estuary,Central California,-122.13,36.97,-122.12,36.97,18,CA,-122.124,36.968,,,,,,,,,,,,,P,,,1,999,5,2.6:1.22|2.6.1.1:8.41|2.7:0.49|2.7.1:4.11|2.8:0.05
3066,Lombardi Creek,Lagoonal Estuary,Central California,-122.11,36.96,-122.11,36.96,2,CA,-122.112,36.963,,,,,,,,,,,,,,,,1,999,5,2.6:0.24|2.6.1.1:1.07|2.7:0.38
3067,Dairy Gulch,Lagoonal Estuary,Central California,-122.09,36.95,-122.09,36.96,2,CA,-122.091,36.956,,,,,,,,,,,,,,,,1,999,5,2.6:0.01|2.7:2.19
3068,Wilder Creek,Lagoonal Estuary,Central California,-122.08,36.95,-122.08,36.96,28,CA,-122.079,36.956,,,,,,,,,,,,,P,,,1,999,5,2.6:0.26|2.6.1.1:14.16|2.7:7.5|2.7.1:1.94
3069,Younger Lagoon,Lagoonal Estuary,Central California,-122.07,36.95,-122.07,36.95,7,CA,-122.067,36.951,,,,,,,,,,,,,,,,1,999,5,2.6:1.1|2.6.1.1:2.12|2.7:0.35|2.8:0.03
3070,San Lorenzo River,Lagoonal Estuary,Central California,-122.02,36.96,-122.01,36.98,41,CA,-122.018,36.968,,,,,,,,P,P,P,P,,JP,P,P,1,999,5,2.6:0.89|2.7:0.27|2.8:0.1
3071,Santa Cruz Harbor,Embayment/Bay,Central California,-122.0,36.96,-121.99,36.98,67,CA,-122.002,36.964,,,,,,,,,,,,,P,,,1,999,5,2.6:0.1|2.6.1:15.2|2.7:0.41|2.7.1:3.67|2.8:0.1
3072,Schwan Lagoon,Lagoonal Estuary,Central California,-122.0,36.96,-121.99,36.97,29,CA,-121.996,36.964,,,,,,,,,,,,,P,,,1,999,5,2.6:0.5|2.7:3.54|2.8:1.82
3073,Corcoran Lagoon,Lagoonal Estuary,Central California,-121.98,36.96,-121.98,36.96,21,CA,-121.981,36.962,,,,,,,,,,,,,,,,1,999,5,2.6:2.24|2.7:0.44|2.8:0.06
3074,Moran Lake,Lagoonal Estuary,Central California,-121.98,36.96,-121.98,36.96,4,CA,-121.977,36.957,,,,,,,,,,,,,,,,1,999,5,2.6:0.32|2.7:0.03|2.8:0.59
3075,Soquel Creek,Lagoonal Estuary,Central California,-121.96,36.97,-121.95,36.98,7,CA,-121.953,36.972,,,,,,,,,,,,,JP,P,,1,999,5,2.6:0.11|2.7:0.09|2.8:0.21
3076,Aptos Creek,Lagoonal Estuary,Central California,-121.91,36.97,-121.9,36.97,4,CA,-121.907,36.969,,,,,,,,,,,,,JP,P,,1,999,5,2.6:0.11|2.7:0.05|2.8:0|2.8.1:0.31
3077,Pajaro River,Lagoonal Estuary,Central California,-121.82,36.84,-121.77,36.93,908,CA,-121.812,36.859,,,,,,,P,P,P,P,P,,JP,,P,1,999,5,2.5:3.98|2.6:589.87|2.6.1:0.88|2.6.1.1:66.14|2.7:17.8|2.7.1:6.77|2.8:68.76|2.8.1:3.54
3078,Elkhorn Slough,Embayment/Bay,Central California,-121.8,36.74,-121.67,36.87,5926,CA,-121.775,36.812,JP,,,JP,JP,JP,JP,JP,JP,JP,JP,JP,P,,,1,1,1,2.5:17.49|2.6:2096.46|2.6.1:292.88|2.6.1.1:954.95|2.7:134.18|2.7.1:0.51|2.8:69.64|2.8.1:0.35
3079,Salinas River,Lagoonal Estuary,Central California,-121.8,36.7,-121.75,36.76,521,CA,-121.79,36.738,,,,,,,P,JP,P,P,P,,JP,,,1,1,3,2.6:2.98|2.6.1.1:194.07|2.7:6.09|2.7.1:23.65|2.8:0.62|2.8.1:82.27
3080,Carmel River,Lagoonal Estuary,Central California,-121.93,36.53,-121.91,36.54,93,CA,-121.924,36.538,,,,,,,,,,,,,JP,,,1,1,4,2.6:21.33|2.6.1:10.65|2.7:9.49|2.7.1:4.52|2.8:0.49|2.8.1:11.02
3081,Garrapata Creek,Lagoonal Estuary,Central California,-121.92,36.42,-121.91,36.42,2,CA,-121.915,36.417,,,,,,,,,,,,,P,,,1,999,5,2.6.1:0.38|2.7:0.02|2.7.1:0.28
3082,Little Sur Lagoon,Lagoonal Estuary,Central California,-121.89,36.33,-121.89,36.34,38,CA,-121.888,36.333,,,,,,,,,,,,,JP,,,1,999,5,2.6:2.11|2.6.1:2.67|2.7:0.94|2.7.1:10.04|2.8:2.84|2.8.1:4.09
3083,Big Sur River,Riverine Estuary,Central California,-121.86,36.28,-121.85,36.29,18,CA,-121.856,36.283,,,,,,,,,,,,,JP,,,1,1,3,2.6:0.21|2.6.1.1:0.34|2.7:0.88|2.7.1:1.03|2.8:0.17|2.8.1:5.63
3084,San Carpoforo Creek,Lagoonal Estuary,Central California,-121.32,35.76,-121.32,35.77,22,CA,-121.321,35.764,,,,,,,,,,,,,JP,,,1,999,5,2.6.1:0.39|2.7:0|2.7.1:4.96|2.8:0.01
3085,Arroyo de la Cruz,Lagoonal Estuary,Central California,-121.31,35.71,-121.3,35.71,23,CA,-121.307,35.71,,,,,,,,,,,,,JP,,,1,999,5,2.5:0|2.6:0.04|2.6.1.1:0.76|2.8:0.03|2.8.1:12.91
3086,Arroyo del Corral,Lagoonal Estuary,Central California,-121.29,35.68,-121.29,35.69,4,CA,-121.286,35.684,,,,,,,,,,,,,P,,,1,999,5,2.6:1.35|2.6.1.1:1.4|2.7:0.05
3087,Arroyo Laguna,Lagoonal Estuary,Central California,-121.22,35.65,-121.22,35.66,3,CA,-121.22,35.652,,,,,,,,,,,,,P,,,1,999,5,2.6:0.25|2.6.1.1:0.7|2.7:0.01
3088,Arroyo del Puerto,Lagoonal Estuary,Central California,-121.19,35.64,-121.19,35.65,1,CA,-121.189,35.644,,,,,,,,,,,,,P,,,1,999,5,2.6.1.1:0.27|2.7:0.3
3089,Little Pico Creek,Lagoonal Estuary,Central California,-121.16,35.63,-121.16,35.63,3,CA,-121.163,35.634,,,,,,,,,,,,,P,,,1,999,5,2.6:0.02|2.6.1.1:0.87|2.7:0.04|2.8:0.01
3090,Pico Creek,Lagoonal Estuary,Central California,-121.15,35.62,-121.15,35.62,7,CA,-121.148,35.617,,,,,,,,,,,,,P,,,1,999,5,2.6.1.1:1.32|2.7:0.27|2.7.1:3.06
3091,San Simeon Creek,Lagoonal Estuary,Central California,-121.13,35.59,-121.12,35.6,15,CA,-121.127,35.596,,,,,,,,P,,P,,,JP,,,1,999,5,2.6:0.11|2.6.1:0.72|2.6.1.1:1.25|2.7:0.04|2.7.1:4.42|2.8:0.02
3092,Santa Rosa Creek,Lagoonal Estuary,Central California,-121.11,35.57,-121.1,35.57,16,CA,-121.109,35.568,,,,,,,,,,P,,,JP,,,1,999,5,2.6.1.1:2.27|2.7:1.13|2.7.1:3.81|2.7.1.1:0.12|2.8:0.17|2.8.1:0.56
3093,Villa Creek Lagoon,Lagoonal Estuary,Central California,-120.97,35.46,-120.97,35.46,8,CA,-120.971,35.462,,,,,,,,,,,,,JP,,,1,999,5,2.6:0.25|2.6.1.1:2.31|2.7:0.01
3094,Cayucos Creek Lagoon,Lagoonal Estuary,Central California,-120.91,35.45,-120.91,35.45,4,CA,-120.907,35.452,,,,,,,,,,,,,P,,,1,999,5,2.6:0.3|2.6.1.1:0.12|2.7:0.31|2.7.1:0.34
3095,Old Creek,Lagoonal Estuary,Central California,-120.89,35.43,-120.89,35.44,2,CA,-120.887,35.435,,,,,,,,,,,,,JP,,,1,999,5,2.6:0.01|2.6.1.1:1.74|2.7:0.06
3096,Alva Paul Creek,Lagoonal Estuary,Central California,-120.87,35.4,-120.87,35.4,3,CA,-120.867,35.398,,,,,,,,,,,,,,,,1,999,5,2.7:0.02
3097,Morro Creek Lagoon,Lagoonal Estuary,Central California,-120.86,35.38,-120.86,35.38,6,CA,-120.862,35.376,,,,,,,,,,,,,P,,,1,999,5,2.7:0.05|2.8:0.07
3098,Morro Bay,Embayment/Bay,Central California,-120.87,35.31,-120.81,35.37,2586,CA,-120.848,35.341,JP,,,JP,JP,JP,JP,JP,JP,JP,JP,,JP,,,1,1,3,2.5:1200.12|2.6:6.94|2.6.1:3.93|2.6.1.1:465.83|2.7:3.99|2.7.1:9.95|2.8:0.62|2.8.1:7.88
3099,San Luis Obispo Creek Lagoon,Lagoonal Estuary,Central California,-120.74,35.18,-120.72,35.19,42,CA,-120.732,35.183,,,,,,,,,,,,,JP,,,1,999,5,2.6:0.66|2.6.1.1:0.89|2.7:0.47|2.7.1:0.83|2.8:0.44|2.8.1:2.31
3100,Pismo Creek Lagoon,Lagoonal Estuary,Central California,-120.64,35.13,-120.62,35.14,31,CA,-120.639,35.137,,,,,,,,,,,,,JP,,,1,999,5,2.6:0.36|2.7:0.14|2.8:0.13
3101,Arroyo Grande Creek Lagoon,Lagoonal Estuary,Central California,-120.63,35.09,-120.62,35.11,44,CA,-120.628,35.1,,,,,,,,,,,,,P,,,1,1,2,2.6:0.3|2.6.1:4.51|2.6.1.1:2.87|2.7:1.33|2.7.1:9.4|2.8:0.05
3102,Santa Maria River,Lagoonal Estuary,Central California,-120.65,34.96,-120.63,34.98,312,CA,-120.644,34.966,,,,,,,,JP,,P,,,JP,,,1,1,4,2.5:1.68|2.6:90.39|2.6.1:8.96|2.6.1.1:78.45|2.7:106.08
3103,San Antonio Creek,Lagoonal Estuary,Central California,-120.62,34.79,-120.62,34.8,26,CA,-120.62,34.795,,,,,,,,JP,,,,,,,,1,1,2,2.6:0.63|2.6.1:0.26|2.6.1.1:4.83|2.8:0.42|2.8.1:9.48
3104,Santa Ynez River,Lagoonal Estuary,Central California,-120.6,34.68,-120.56,34.7,589,CA,-120.593,34.691,,,,,,,,,,,,,JP,,,1,1,4,2.6:0.3|2.6.1:44.38|2.6.1.1:232.57|2.7:0.05|2.7.1:26.4|2.7.1.1:15.05|2.8:1.31|2.8.1:66.24
3105,Honda Creek Lagoon,Lagoonal Estuary,Central California,-120.64,34.61,-120.63,34.61,3,CA,-120.636,34.608,,,,,,,,,,,,,,,,1,999,5,2.6:0|2.6.1.1:0.43|2.7:0.03|2.7.1.1:1.08|2.8:0.01
3106,Jalama Creek,Lagoonal Estuary,Central California,-120.5,34.51,-120.5,34.51,2,CA,-120.502,34.512,,,,,,,,,,,,,P,,,1,999,5,2.6:0.22|2.6.1:0.28|2.7:0.01|2.8:0.02
4000,Canada de la Gaviota Creek,Lagoonal Estuary,Southern California Bight,-120.23,34.47,-120.23,34.47,7,CA,-120.227,34.472,,,,,,,,,,,,,P,,,1,999,5,2.7:0.02|2.7.1:4.38|2.8:0.01
4001,Bell Canyon Creek,Lagoonal Estuary,Southern California Bight,-119.91,34.43,-119.91,34.43,3,CA,-119.913,34.43,,,,,,,,,,,,,,,,1,999,5,2.6:0|2.6.1.1:1.55|2.7:0|2.7.1:0.18
4002,Devereux Lagoon,Lagoonal Estuary,Southern California Bight,-119.88,34.41,-119.87,34.42,64,CA,-119.876,34.414,,,,,,,,,,,,,,,,1,999,5,2.6:2.71|2.6.1.1:5.25|2.7:0.87|2.7.1.1:9.47|2.8:0.18
4003,Goleta Slough,Lagoonal Estuary,Southern California Bight,-119.86,34.42,-119.82,34.43,357,CA,-119.84,34.419,,,,,,JP,,,,,,,P,,,1,1,5,2.5:0.61|2.6:46.9|2.6.1:65.97|2.6.1.1:132.64|2.7:14.76|2.7.1:3.74|2.7.1.1:8.95|2.8:1.22
4004,Arroyo Burro,Lagoonal Estuary,Southern California Bight,-119.74,34.4,-119.74,34.4,1,CA,-119.743,34.403,,,,,,,,,,,,,P,,,1,999,5,2.7:0.06|2.8:0.04
4005,Mission Creek Lagoon,Lagoonal Estuary,Southern California Bight,-119.69,34.41,-119.68,34.42,9,CA,-119.686,34.413,,,,,,,,,,,,,JP,,,1,999,5,
4006,Sycamore Creek,Lagoonal Estuary,Southern California Bight,-119.67,34.42,-119.67,34.42,2,CA,-119.667,34.417,,,,,,,,,,,,,P,,,1,999,5,2.6:0.12
4007,Andree Clark Bird Refuge,Lagoonal Estuary,Southern California Bight,-119.66,34.42,-119.66,34.42,33,CA,-119.661,34.421,,,,,,,,,,,,,P,,,1,999,5,2.6:4.16|2.7:0.03|2.8:1.04
4008,Carpinteria Salt Marsh,Embayment/Bay,Southern California Bight,-119.55,34.4,-119.52,34.41,219,CA,-119.536,34.401,,,,,,JP,,,,,,,,,,1,999,5,2.5:3.44|2.6:3.81|2.6.1:0.34|2.6.1.1:164.94|2.7:0.26|2.7.1.1:5.21|2.8:0.16
4009,Carpinteria Creek,Lagoonal Estuary,Southern California Bight,-119.52,34.39,-119.52,34.39,2,CA,-119.519,34.391,,,,,,,,,,,,,P,,,1,999,5,2.6:0.15|2.7:0.03|2.8:0.17
4010,Ventura River,Lagoonal Estuary,Southern California Bight,-119.32,34.27,-119.31,34.28,43,CA,-119.308,34.277,,,,,,,,,,,,,JP,,,1,1,2,2.5:0.23|2.6:0.24|2.6.1.1:4.51|2.7:1.62|2.7.1:17.45|2.7.1.1:0.52|2.8:0.04|2.8.1:0.37
4011,Ventura Marina,Embayment/Bay,Southern California Bight,-119.27,34.24,-119.26,34.26,191,CA,-119.265,34.249,,,,,,JP,,,P,,,,,,,1,999,5,2.5:0|2.6:0.79|2.7:0.04
4012,Santa Clara River,Lagoonal Estuary,Southern California Bight,-119.27,34.22,-119.24,34.24,321,CA,-119.258,34.233,,,,,,,,,,,,,JP,,,1,1,1,2.5:10|2.6:8.61|2.6.1:2.75|2.6.1.1:23.93|2.7:36.91|2.8:55.53|2.8.1:0.76
4013,Channel Islands Harbor,Embayment/Bay,Southern California Bight,-119.25,34.16,-119.22,34.21,362,CA,-119.228,34.171,,,,,P,P,,,P,,,,,,,1,999,5,2.6:2.66|2.7:0.29|2.8:0.08
4014,Port Hueneme,Embayment/Bay,Southern California Bight,-119.22,34.14,-119.2,34.17,147,CA,-119.208,34.149,,,,,,,,,,,,,,,,1,999,5,2.6:0.64|2.7:0
4015,Ormond Beach,Lagoonal Estuary,Southern California Bight,-119.19,34.13,-119.17,34.15,75,CA,-119.185,34.138,,,,,,,,,,,,,,,,1,999,5,2.6:1.46|2.6.1.1:21.16|2.7:0.67|2.8:0.45
4016,Mugu Lagoon,Riverine Estuary,Southern California Bight,-119.18,34.09,-119.06,34.15,3266,CA,-119.118,34.105,,,,,,JP,,,JP,,,,P,,,1,1,5,2.5:130.35|2.6:830.92|2.6.1:45.37|2.6.1.1:1155.27|2.7:47.07|2.7.1:5.58|2.7.1.1:29.32|2.8:0.43
4017,Trancas,Lagoonal Estuary,Southern California Bight,-118.84,34.03,-118.84,34.03,2,CA,-118.842,34.029,,,,,,,,,,,,,,,,1,999,5,
4018,Zuma Canyon,Lagoonal Estuary,Southern California Bight,-118.82,34.01,-118.82,34.02,4,CA,-118.821,34.015,,,,,,,,,,,,,,,,1,999,5,2.6:0.02|2.6.1.1:1.1
4019,Malibu Lagoon,Lagoonal Estuary,Southern California Bight,-118.69,34.03,-118.68,34.04,34,CA,-118.682,34.034,,,,,,JP,P,,,JP,P,,P,,,1,999,5,2.6:0.85|2.6.1.1:5.3|2.7:0.06|2.8:0.16
4020,Santa Monica Canyon,Riverine Estuary,Southern California Bight,-118.52,34.03,-118.52,34.03,2,CA,-118.52,34.027,,,,,,,,,,,,,,,,1,999,5,
4021,Marina del Rey,Embayment/Bay,Southern California Bight,-118.47,33.96,-118.43,33.99,632,CA,-118.452,33.966,,,,,P,JP,,,P,P,,,,,,1,999,5,2.6:3.71|2.6.1.1:4.86|2.7:0.35|2.7.1.1:3.51|2.8:0.2
4022,Ballona Creek,Embayment/Bay,Southern California Bight,-118.46,33.96,-118.41,33.99,340,CA,-118.44,33.971,,,,,P,JP,,,,P,,,,,,1,999,5,2.6:31.65|2.6.1:3.63|2.6.1.1:123.68|2.7:2.19|2.7.1:1.87|2.7.1.1:2.5|2.8:1.16
4023,Cabrillo Marina,Embayment/Bay,Southern California Bight,-118.29,33.71,-118.27,33.73,269,CA,-118.279,33.716,,P,,,,,,,,,,,,,,1,2,1,2.6:0.19|2.6.1.1:0.53
4024,Long Beach Harbor,Embayment/Bay,Southern California Bight,-118.25,33.71,-118.18,33.77,3672,CA,-118.215,33.733,,P,,,,P,,,,,,P,,,,1,2,1,2.6:0.29|2.7:0.21
